matchSeed,turnNumber,randomCallCount,aiStyleOverride,winnerAtDecision,pieceId,fromTileId,toTileId,fromPathIndex,toPathIndex,progressScore,safetyScore,aggressionScore,totalScore,weightProgress,weightSafety,weightAggression,candidateCount,selectedRank,explanation
1200,13,104,"fixed","",9,5,2,3,4,0.283333,1.000000,0.000000,1.283333,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1200,14,108,"fixed","",8,8,5,2,3,0.216667,0.000000,0.000000,0.216667,1.000000,1.000000,1.000000,6,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1200,15,120,"fixed","",9,2,4,4,6,0.433333,-0.200000,0.000000,0.233333,1.000000,1.000000,1.000000,6,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1200,16,136,"fixed","",9,4,10,6,8,0.566667,0.800000,0.000000,1.366667,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1200,17,140,"fixed","",9,10,19,8,11,0.783333,-0.200000,0.000000,0.583333,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1200,18,148,"fixed","",8,5,2,3,4,0.283333,1.000000,0.000000,1.283333,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1200,19,152,"fixed","",9,19,20,11,14,0.983333,1.000000,0.000000,1.983333,1.000000,1.000000,1.000000,6,1,"This was the strongest available option. I chose the rosette because it improves safety while preserving progress."
1200,20,156,"fixed","",9,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1200,21,164,"fixed","",8,2,4,4,6,0.433333,-0.200000,0.000000,0.233333,1.000000,1.000000,1.000000,5,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1200,22,172,"fixed","",8,4,13,6,9,0.650000,-0.200000,0.000000,0.450000,1.000000,1.000000,1.000000,5,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1200,23,180,"fixed","",8,13,19,9,11,0.766667,-0.200000,1.506667,2.073333,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I chose this move to pressure the opponent and disrupt their progress, while still keeping aggression and progress in balance."
1200,24,188,"fixed","",8,19,23,11,13,0.900000,0.000000,0.000000,0.900000,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1200,25,196,"fixed","",10,14,5,0,3,0.250000,0.000000,0.000000,0.250000,1.000000,1.000000,1.000000,4,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1200,26,208,"fixed","",8,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1200,27,216,"fixed","",11,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,4,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1200,28,224,"fixed","",10,5,4,3,6,0.450000,-0.200000,0.000000,0.250000,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1200,29,232,"fixed","",10,4,10,6,8,0.566667,0.800000,0.000000,1.366667,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I preferred the safer line with lower capture exposure."
1200,30,236,"fixed","",11,8,2,2,4,0.300000,1.000000,0.000000,1.300000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1200,31,240,"fixed","",10,10,16,8,10,0.700000,-0.200000,0.000000,0.500000,1.000000,1.000000,1.000000,4,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1200,32,248,"fixed","",10,16,22,10,12,0.833333,-0.200000,0.000000,0.633333,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1200,33,256,"fixed","",10,22,23,12,13,0.883333,0.000000,0.000000,0.883333,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1200,34,268,"fixed","",10,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1200,35,280,"fixed","",12,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,3,1,"This was a marginally better option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1200,36,288,"fixed","",11,2,10,4,8,0.600000,0.800000,0.000000,1.400000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1200,37,292,"fixed","",11,10,13,8,9,0.616667,-0.200000,0.000000,0.416667,1.000000,1.000000,1.000000,3,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1200,38,300,"fixed","",12,8,2,2,4,0.300000,1.000000,0.000000,1.300000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1200,39,304,"fixed","",11,13,19,9,11,0.766667,-0.200000,0.000000,0.566667,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1200,40,320,"fixed","",11,19,20,11,14,0.983333,1.000000,0.000000,1.983333,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1200,41,332,"fixed","",11,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1200,42,340,"fixed","",12,2,7,4,7,0.516667,-0.200000,0.000000,0.316667,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1200,43,348,"fixed","",12,7,16,7,10,0.716667,-0.200000,0.000000,0.516667,1.000000,1.000000,1.000000,2,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1200,44,356,"fixed","",12,16,20,10,14,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1200,45,360,"fixed","",13,14,2,0,4,0.333333,1.000000,0.000000,1.333333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1200,46,364,"fixed","",13,2,7,4,7,0.516667,-0.200000,0.000000,0.316667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1200,47,380,"fixed","",12,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1200,48,388,"fixed","",13,7,16,7,10,0.716667,-0.200000,0.000000,0.516667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1200,49,400,"fixed","",13,16,22,10,12,0.833333,-0.200000,1.530000,2.163333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1200,50,416,"fixed","",13,22,23,12,13,0.883333,0.000000,0.000000,0.883333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1200,51,424,"fixed","playerTwo",13,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1201,1,12,"fixed","",7,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. I opened with progress because the immediate gain outweighed the early risk."
1201,2,20,"fixed","",8,14,2,0,4,0.333333,1.000000,0.000000,1.333333,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. I chose the rosette because it improves safety while preserving progress."
1201,3,24,"fixed","",7,8,5,2,3,0.216667,0.000000,0.000000,0.216667,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1201,4,36,"fixed","",7,5,1,3,5,0.366667,-0.200000,1.366667,1.533333,1.000000,1.000000,1.000000,7,1,"This was a clear best option. I chose this move to pressure the opponent and disrupt their progress, while still keeping aggression and progress in balance."
1201,5,44,"fixed","",7,1,10,5,8,0.583333,0.800000,0.000000,1.383333,1.000000,1.000000,1.000000,7,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1201,6,48,"fixed","",7,10,16,8,10,0.700000,-0.200000,0.000000,0.500000,1.000000,1.000000,1.000000,7,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1201,7,64,"fixed","",7,16,22,10,12,0.833333,-0.200000,0.000000,0.633333,1.000000,1.000000,1.000000,7,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1201,8,72,"fixed","",7,22,23,12,13,0.883333,0.000000,0.000000,0.883333,1.000000,1.000000,1.000000,7,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1201,9,84,"fixed","",7,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,7,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1201,10,92,"fixed","",8,2,4,4,6,0.433333,-0.200000,0.000000,0.233333,1.000000,1.000000,1.000000,6,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1201,11,100,"fixed","",8,4,13,6,9,0.650000,-0.200000,0.000000,0.450000,1.000000,1.000000,1.000000,6,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1201,12,108,"fixed","",8,13,22,9,12,0.850000,-0.200000,0.000000,0.650000,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1201,13,116,"fixed","",8,22,20,12,14,0.966667,1.000000,0.000000,1.966667,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1201,14,120,"fixed","",9,14,5,0,3,0.250000,0.000000,0.000000,0.250000,1.000000,1.000000,1.000000,5,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1201,15,128,"fixed","",10,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,5,1,"This was a marginally better option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1201,16,136,"fixed","",9,5,4,3,6,0.450000,-0.200000,1.390000,1.640000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose this move to pressure the opponent and disrupt their progress, while still keeping aggression and progress in balance."
1201,17,144,"fixed","",8,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1201,18,152,"fixed","",9,4,7,6,7,0.483333,-0.200000,0.000000,0.283333,1.000000,1.000000,1.000000,5,1,"This was a marginally better option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1201,19,168,"fixed","",9,7,10,7,8,0.550000,0.800000,0.000000,1.350000,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1201,20,172,"fixed","",10,8,2,2,4,0.300000,1.000000,0.000000,1.300000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1201,21,176,"fixed","",9,10,13,8,9,0.616667,-0.200000,0.000000,0.416667,1.000000,1.000000,1.000000,5,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1201,22,184,"fixed","",9,13,22,9,12,0.850000,-0.200000,1.530000,2.180000,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I chose this move to pressure the opponent and disrupt their progress, while still keeping aggression and progress in balance."
1201,23,192,"fixed","",10,2,10,4,8,0.600000,0.800000,0.000000,1.400000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1201,24,196,"fixed","",9,22,20,12,14,0.966667,1.000000,0.000000,1.966667,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1201,25,200,"fixed","",11,14,2,0,4,0.333333,1.000000,0.000000,1.333333,1.000000,1.000000,1.000000,4,1,"This was a marginally better option. I chose the rosette because it improves safety while preserving progress."
1201,26,204,"fixed","",10,10,19,8,11,0.783333,-0.200000,0.000000,0.583333,1.000000,1.000000,1.000000,4,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1201,27,216,"fixed","",10,19,23,11,13,0.900000,0.000000,0.000000,0.900000,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1201,28,228,"fixed","",9,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1201,29,236,"fixed","",10,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1201,30,244,"fixed","",11,2,7,4,7,0.516667,-0.200000,0.000000,0.316667,1.000000,1.000000,1.000000,3,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1201,31,252,"fixed","",11,7,10,7,8,0.550000,0.800000,0.000000,1.350000,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1201,32,256,"fixed","",11,10,13,8,9,0.616667,-0.200000,0.000000,0.416667,1.000000,1.000000,1.000000,3,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1201,33,264,"fixed","",11,13,22,9,12,0.850000,-0.200000,0.000000,0.650000,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1201,34,280,"fixed","",11,22,23,12,13,0.883333,0.000000,0.000000,0.883333,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1201,35,288,"fixed","",12,14,5,0,3,0.250000,0.000000,0.000000,0.250000,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1201,36,304,"fixed","",11,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1201,37,312,"fixed","",12,5,4,3,6,0.450000,-0.450000,0.000000,0.000000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1201,38,320,"fixed","",12,4,13,6,9,0.650000,-0.200000,0.000000,0.450000,1.000000,1.000000,1.000000,2,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1201,39,336,"fixed","",12,13,19,9,11,0.766667,-0.450000,0.000000,0.316667,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1201,40,344,"fixed","",12,19,17,11,15,1.066667,1.200000,0.000000,2.266667,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1201,41,360,"fixed","",13,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1201,42,368,"fixed","",13,8,1,2,5,0.383333,-0.200000,1.366667,1.550000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1201,43,376,"fixed","",13,1,7,5,7,0.500000,-0.200000,0.000000,0.300000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1201,44,388,"fixed","",13,7,10,7,8,0.550000,0.800000,0.000000,1.350000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1201,45,392,"fixed","",13,10,22,8,12,0.866667,-0.200000,0.000000,0.666667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1201,46,408,"fixed","",13,22,20,12,14,0.966667,1.000000,0.000000,1.966667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1201,47,412,"fixed","playerTwo",13,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1202,1,16,"fixed","",7,14,5,0,3,0.250000,0.000000,0.000000,0.250000,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. I opened with progress because the immediate gain outweighed the early risk."
1202,2,32,"fixed","",8,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1202,3,40,"fixed","",8,8,2,2,4,0.300000,1.000000,0.000000,1.300000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1202,4,44,"fixed","",8,2,4,4,6,0.433333,-0.200000,0.000000,0.233333,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1202,5,52,"fixed","",7,5,2,3,4,0.283333,1.000000,0.000000,1.283333,1.000000,1.000000,1.000000,7,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1202,6,56,"fixed","",7,2,10,4,8,0.600000,0.800000,0.000000,1.400000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1202,7,60,"fixed","",7,10,16,8,10,0.700000,-0.450000,0.000000,0.250000,1.000000,1.000000,1.000000,6,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1202,8,68,"fixed","",8,4,10,6,8,0.566667,0.800000,0.000000,1.366667,1.000000,1.000000,1.000000,7,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1202,9,72,"fixed","",8,10,19,8,11,0.783333,-0.200000,1.506667,2.090000,1.000000,1.000000,1.000000,7,1,"This was a clear best option. I chose this move to pressure the opponent and disrupt their progress, while still keeping aggression and progress in balance."
1202,10,88,"fixed","",8,19,23,11,13,0.900000,0.000000,0.000000,0.900000,1.000000,1.000000,1.000000,7,1,"This was the strongest available option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1202,11,96,"fixed","",9,14,5,0,3,0.250000,0.000000,0.000000,0.250000,1.000000,1.000000,1.000000,5,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1202,12,104,"fixed","",8,23,20,13,14,0.950000,1.000000,0.000000,1.950000,1.000000,1.000000,1.000000,7,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1202,13,108,"fixed","",7,16,23,10,13,0.916667,0.000000,0.000000,0.916667,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1202,14,116,"fixed","",10,14,2,0,4,0.333333,1.000000,0.000000,1.333333,1.000000,1.000000,1.000000,5,1,"This was a marginally better option. I chose the rosette because it improves safety while preserving progress."
1202,15,120,"fixed","",10,2,7,4,7,0.516667,-0.200000,0.000000,0.316667,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1202,16,128,"fixed","",10,7,16,7,10,0.716667,-0.200000,0.000000,0.516667,1.000000,1.000000,1.000000,2,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1202,17,136,"fixed","",8,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1202,18,148,"fixed","",9,5,4,3,6,0.450000,-0.450000,0.000000,0.000000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1202,19,156,"fixed","",7,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1202,20,164,"fixed","",10,16,23,10,13,0.916667,0.000000,0.000000,0.916667,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1202,21,172,"fixed","",9,4,13,6,9,0.650000,-0.200000,0.000000,0.450000,1.000000,1.000000,1.000000,4,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1202,22,184,"fixed","",10,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1202,23,192,"fixed","",9,13,19,9,11,0.766667,-0.200000,0.000000,0.566667,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1202,24,200,"fixed","",9,19,23,11,13,0.900000,0.000000,0.000000,0.900000,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1202,25,220,"fixed","",9,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1202,26,228,"fixed","",11,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,3,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1202,27,236,"fixed","",11,8,5,2,3,0.216667,0.000000,0.000000,0.216667,1.000000,1.000000,1.000000,3,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1202,28,244,"fixed","",11,5,2,3,4,0.283333,1.000000,0.000000,1.283333,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1202,29,248,"fixed","",11,2,7,4,7,0.516667,-0.200000,0.000000,0.316667,1.000000,1.000000,1.000000,3,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1202,30,256,"fixed","",11,7,13,7,9,0.633333,-0.200000,0.000000,0.433333,1.000000,1.000000,1.000000,3,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1202,31,264,"fixed","",11,13,16,9,10,0.683333,-0.200000,0.000000,0.483333,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1202,32,276,"fixed","",11,16,19,10,11,0.750000,-0.450000,0.000000,0.300000,1.000000,1.000000,1.000000,3,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1202,33,284,"fixed","",11,19,20,11,14,0.983333,1.000000,0.000000,1.983333,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1202,34,288,"fixed","",12,14,5,0,3,0.250000,0.000000,0.000000,0.250000,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1202,35,296,"fixed","",13,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1202,36,304,"fixed","",11,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1202,37,320,"fixed","",12,5,4,3,6,0.450000,-0.200000,0.000000,0.250000,1.000000,1.000000,1.000000,2,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1202,38,328,"fixed","",12,4,10,6,8,0.566667,0.800000,0.000000,1.366667,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I preferred the safer line with lower capture exposure."
1202,39,332,"fixed","",12,10,13,8,9,0.616667,-0.200000,0.000000,0.416667,1.000000,1.000000,1.000000,2,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1202,40,348,"fixed","",13,8,5,2,3,0.216667,0.000000,0.000000,0.216667,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1202,41,356,"fixed","",12,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1202,42,364,"fixed","",13,5,2,3,4,0.283333,1.000000,0.000000,1.283333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
